"Country Name","Country Code","Indicator Name","Indicator Code","2017",
"Kiribati","KIR","Expected Years of School, Female","HD.HCI.EYRS.FE","",
"Kiribati","KIR","Expected Years of School, Male","HD.HCI.EYRS.MA","",
"Kiribati","KIR","Fraction of Children Under 5 Not Stunted","HD.HCI.STNT","",
"Kiribati","KIR","Fraction of Children Under 5 Not Stunted, Female","HD.HCI.STNT.FE","",
"Kiribati","KIR","Fraction of Children Under 5 Not Stunted, Male","HD.HCI.STNT.MA","",
"Kiribati","KIR","Harmonized Test Scores","HD.HCI.HLOS","383",
"Kiribati","KIR","Harmonized Test Scores, Female","HD.HCI.HLOS.FE","394",
"Kiribati","KIR","Harmonized Test Scores, Male","HD.HCI.HLOS.MA","372",
"Kiribati","KIR","Human Capital Index (HCI) (scale 0-1)","HD.HCI.OVRL","0.479",
"Kiribati","KIR","Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","",
"Kiribati","KIR","Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","",
"Kiribati","KIR","Human Capital Index (HCI), Female, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.FE","",
"Kiribati","KIR","Human Capital Index (HCI), Lower Bound (scale 0-1)","HD.HCI.OVRL.LB","0.45",
"Kiribati","KIR","Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","",
"Kiribati","KIR","Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","",
"Kiribati","KIR","Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","",
"Kiribati","KIR","Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","0.505",
"Kiribati","KIR","Learning-Adjusted Years of School","HD.HCI.LAYS","7.09",
"Kiribati","KIR","Learning-Adjusted Years of School, Female","HD.HCI.LAYS.FE","",
"Kiribati","KIR","Learning-Adjusted Years of School, Male","HD.HCI.LAYS.MA","",
"Kiribati","KIR","Probability of Survival to Age 5","HD.HCI.MORT","0.9454",
"Kiribati","KIR","Probability of Survival to Age 5, Female","HD.HCI.MORT.FE","0.9502",
"Kiribati","KIR","Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","0.9408",
"Kiribati","KIR","Survival Rate from Age 15-60","HD.HCI.AMRT","0.8067",
"Kiribati","KIR","Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","0.8474",
"Kiribati","KIR","Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","0.764",
"Korea, Rep.","KOR","Expected Years of School","HD.HCI.EYRS","13.58",
"Korea, Rep.","KOR","Expected Years of School, Female","HD.HCI.EYRS.FE","13.61",
"Korea, Rep.","KOR","Expected Years of School, Male","HD.HCI.EYRS.MA","13.55",
"Korea, Rep.","KOR","Fraction of Children Under 5 Not Stunted","HD.HCI.STNT","0.975",
"Korea, Rep.","KOR","Fraction of Children Under 5 Not Stunted, Female","HD.HCI.STNT.FE","",
"Korea, Rep.","KOR","Fraction of Children Under 5 Not Stunted, Male","HD.HCI.STNT.MA","",
"Korea, Rep.","KOR","Harmonized Test Scores","HD.HCI.HLOS","563",
"Korea, Rep.","KOR","Harmonized Test Scores, Female","HD.HCI.HLOS.FE","567",
"Korea, Rep.","KOR","Harmonized Test Scores, Male","HD.HCI.HLOS.MA","560",
"Korea, Rep.","KOR","Human Capital Index (HCI) (scale 0-1)","HD.HCI.OVRL","0.845",
"Korea, Rep.","KOR","Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","0.852",
"Korea, Rep.","KOR","Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","0.833",
"Korea, Rep.","KOR","Human Capital Index (HCI), Female, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.FE","0.869",
"Korea, Rep.","KOR","Human Capital Index (HCI), Lower Bound (scale 0-1)","HD.HCI.OVRL.LB","0.827",
"Korea, Rep.","KOR","Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","0.813",
"Korea, Rep.","KOR","Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","0.785",
"Korea, Rep.","KOR","Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","0.84",
"Korea, Rep.","KOR","Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","0.862",
"Korea, Rep.","KOR","Learning-Adjusted Years of School","HD.HCI.LAYS","12.24",
"Korea, Rep.","KOR","Learning-Adjusted Years of School, Female","HD.HCI.LAYS.FE","12.34",
"Korea, Rep.","KOR","Learning-Adjusted Years of School, Male","HD.HCI.LAYS.MA","12.14",
"Korea, Rep.","KOR","Probability of Survival to Age 5","HD.HCI.MORT","0.9967",
"Korea, Rep.","KOR","Probability of Survival to Age 5, Female","HD.HCI.MORT.FE","0.997",
"Korea, Rep.","KOR","Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","0.9965",
"Korea, Rep.","KOR","Survival Rate from Age 15-60","HD.HCI.AMRT","0.9396",
"Korea, Rep.","KOR","Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","0.9635",
"Korea, Rep.","KOR","Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","0.9167",
"Kosovo","XKX","Expected Years of School","HD.HCI.EYRS","12.85",
"Kosovo","XKX","Expected Years of School, Female","HD.HCI.EYRS.FE","12.74",
"Kosovo","XKX","Expected Years of School, Male","HD.HCI.EYRS.MA","12.95",
"Kosovo","XKX","Fraction of Children Under 5 Not Stunted","HD.HCI.STNT","",
"Kosovo","XKX","Fraction of Children Under 5 Not Stunted, Female","HD.HCI.STNT.FE","",
"Kosovo","XKX","Fraction of Children Under 5 Not Stunted, Male","HD.HCI.STNT.MA","",
"Kosovo","XKX","Harmonized Test Scores","HD.HCI.HLOS","375",
"Kosovo","XKX","Harmonized Test Scores, Female","HD.HCI.HLOS.FE","381",
"Kosovo","XKX","Harmonized Test Scores, Male","HD.HCI.HLOS.MA","369",
"Kosovo","XKX","Human Capital Index (HCI) (scale 0-1)","HD.HCI.OVRL","0.56",
"Kosovo","XKX","Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","0.575",
"Kosovo","XKX","Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","0.566",
"Kosovo","XKX","Human Capital Index (HCI), Female, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.FE","0.583",
"Kosovo","XKX","Human Capital Index (HCI), Lower Bound (scale 0-1)","HD.HCI.OVRL.LB","0.551",
"Kosovo","XKX","Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","0.546",
"Kosovo","XKX","Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","0.535",
"Kosovo","XKX","Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","0.556",
"Kosovo","XKX","Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","0.568",
"Kosovo","XKX","Learning-Adjusted Years of School","HD.HCI.LAYS","7.7",
"Kosovo","XKX","Learning-Adjusted Years of School, Female","HD.HCI.LAYS.FE","7.77",
"Kosovo","XKX","Learning-Adjusted Years of School, Male","HD.HCI.LAYS.MA","7.64",
"Kosovo","XKX","Probability of Survival to Age 5","HD.HCI.MORT","0.985",
"Kosovo","XKX","Probability of Survival to Age 5, Female","HD.HCI.MORT.FE","0.988",
"Kosovo","XKX","Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","0.983",
"Kosovo","XKX","Survival Rate from Age 15-60","HD.HCI.AMRT","0.906",
"Kosovo","XKX","Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","0.934",
"Kosovo","XKX","Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","0.878",
"Kuwait","KWT","Expected Years of School","HD.HCI.EYRS","12.44",
"Kuwait","KWT","Expected Years of School, Female","HD.HCI.EYRS.FE","12.79",
"Kuwait","KWT","Expected Years of School, Male","HD.HCI.EYRS.MA","12.11",
"Kuwait","KWT","Fraction of Children Under 5 Not Stunted","HD.HCI.STNT","0.951",
"Kuwait","KWT","Fraction of Children Under 5 Not Stunted, Female","HD.HCI.STNT.FE","",
"Kuwait","KWT","Fraction of Children Under 5 Not Stunted, Male","HD.HCI.STNT.MA","",
"Kuwait","KWT","Harmonized Test Scores","HD.HCI.HLOS","383",
"Kuwait","KWT","Harmonized Test Scores, Female","HD.HCI.HLOS.FE","398",
"Kuwait","KWT","Harmonized Test Scores, Male","HD.HCI.HLOS.MA","369",
"Kuwait","KWT","Human Capital Index (HCI) (scale 0-1)","HD.HCI.OVRL","0.576",
"Kuwait","KWT","Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","0.599",
"Kuwait","KWT","Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","0.578",
"Kuwait","KWT","Human Capital Index (HCI), Female, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.FE","0.618",
"Kuwait","KWT","Human Capital Index (HCI), Lower Bound (scale 0-1)","HD.HCI.OVRL.LB","0.559",
"Kuwait","KWT","Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","0.539",
"Kuwait","KWT","Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","0.514",
"Kuwait","KWT","Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","0.563",
"Kuwait","KWT","Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","0.592",
"Kuwait","KWT","Learning-Adjusted Years of School","HD.HCI.LAYS","7.63",
"Kuwait","KWT","Learning-Adjusted Years of School, Female","HD.HCI.LAYS.FE","8.14",
"Kuwait","KWT","Learning-Adjusted Years of School, Male","HD.HCI.LAYS.MA","7.14",
"Kuwait","KWT","Probability of Survival to Age 5","HD.HCI.MORT","0.9919",
"Kuwait","KWT","Probability of Survival to Age 5, Female","HD.HCI.MORT.FE","0.9925",
"Kuwait","KWT","Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","0.9913",
"Kuwait","KWT","Survival Rate from Age 15-60","HD.HCI.AMRT","0.9225",
"Kuwait","KWT","Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","0.9442",
"Kuwait","KWT","Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","0.9082",
"Kyrgyz Republic","KGZ","Expected Years of School","HD.HCI.EYRS","12.56",
"Kyrgyz Republic","KGZ","Expected Years of School, Female","HD.HCI.EYRS.FE","12.62",
"Kyrgyz Republic","KGZ","Expected Years of School, Male","HD.HCI.EYRS.MA","12.5",
"Kyrgyz Republic","KGZ","Fraction of Children Under 5 Not Stunted","HD.HCI.STNT","0.8708",
"Kyrgyz Republic","KGZ","Fraction of Children Under 5 Not Stunted, Female","HD.HCI.STNT.FE","0.8801",
"Kyrgyz Republic","KGZ","Fraction of Children Under 5 Not Stunted, Male","HD.HCI.STNT.MA","0.8619",
"Kyrgyz Republic","KGZ","Harmonized Test Scores","HD.HCI.HLOS","420",
"Kyrgyz Republic","KGZ","Harmonized Test Scores, Female","HD.HCI.HLOS.FE","426",
"Kyrgyz Republic","KGZ","Harmonized Test Scores, Male","HD.HCI.HLOS.MA","414",
"Kyrgyz Republic","KGZ","Human Capital Index (HCI) (scale 0-1)","HD.HCI.OVRL","0.58",
"Kyrgyz Republic","KGZ","Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","0.603",
"Kyrgyz Republic","KGZ","Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","0.592",
"Kyrgyz Republic","KGZ","Human Capital Index (HCI), Female, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.FE","0.615",
"Kyrgyz Republic","KGZ","Human Capital Index (HCI), Lower Bound (scale 0-1)","HD.HCI.OVRL.LB","0.567",
"Kyrgyz Republic","KGZ","Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","0.558",
"Kyrgyz Republic","KGZ","Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","0.544",
"Kyrgyz Republic","KGZ","Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","0.571",
"Kyrgyz Republic","KGZ","Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","0.592",
"Kyrgyz Republic","KGZ","Learning-Adjusted Years of School","HD.HCI.LAYS","8.44",
"Kyrgyz Republic","KGZ","Learning-Adjusted Years of School, Female","HD.HCI.LAYS.FE","8.6",
"Kyrgyz Republic","KGZ","Learning-Adjusted Years of School, Male","HD.HCI.LAYS.MA","8.29",
"Kyrgyz Republic","KGZ","Probability of Survival to Age 5","HD.HCI.MORT","0.98",
"Kyrgyz Republic","KGZ","Probability of Survival to Age 5, Female","HD.HCI.MORT.FE","0.9824",
"Kyrgyz Republic","KGZ","Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","0.9778",
"Kyrgyz Republic","KGZ","Survival Rate from Age 15-60","HD.HCI.AMRT","0.8236",
"Kyrgyz Republic","KGZ","Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","0.8932",
"Kyrgyz Republic","KGZ","Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","0.7545",
"Lao PDR","LAO","Expected Years of School","HD.HCI.EYRS","10.84",
"Lao PDR","LAO","Expected Years of School, Female","HD.HCI.EYRS.FE","10.76",
"Lao PDR","LAO","Expected Years of School, Male","HD.HCI.EYRS.MA","10.93",
"Lao PDR","LAO","Fraction of Children Under 5 Not Stunted","HD.HCI.STNT","0.6698",
"Lao PDR","LAO","Fraction of Children Under 5 Not Stunted, Female","HD.HCI.STNT.FE","",
"Lao PDR","LAO","Fraction of Children Under 5 Not Stunted, Male","HD.HCI.STNT.MA","",
"Lao PDR","LAO","Harmonized Test Scores","HD.HCI.HLOS","368",
"Lao PDR","LAO","Harmonized Test Scores, Female","HD.HCI.HLOS.FE","374",
"Lao PDR","LAO","Harmonized Test Scores, Male","HD.HCI.HLOS.MA","363",
"Lao PDR","LAO","Human Capital Index (HCI) (scale 0-1)","HD.HCI.OVRL","0.452",
"Lao PDR","LAO","Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","0.462",
"Lao PDR","LAO","Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","0.443",
"Lao PDR","LAO","Human Capital Index (HCI), Female, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.FE","0.477",
"Lao PDR","LAO","Human Capital Index (HCI), Lower Bound (scale 0-1)","HD.HCI.OVRL.LB","0.433",
"Lao PDR","LAO","Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","0.44",
"Lao PDR","LAO","Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","0.418",
"Lao PDR","LAO","Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","0.457",
"Lao PDR","LAO","Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","0.468",
"Lao PDR","LAO","Learning-Adjusted Years of School","HD.HCI.LAYS","6.39",
"Lao PDR","LAO","Learning-Adjusted Years of School, Female","HD.HCI.LAYS.FE","6.43",
"Lao PDR","LAO","Learning-Adjusted Years of School, Male","HD.HCI.LAYS.MA","6.34",
"Lao PDR","LAO","Probability of Survival to Age 5","HD.HCI.MORT","0.9366",
"Lao PDR","LAO","Probability of Survival to Age 5, Female","HD.HCI.MORT.FE","0.9423",
"Lao PDR","LAO","Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","0.9311",
"Lao PDR","LAO","Survival Rate from Age 15-60","HD.HCI.AMRT","0.8125",
"Lao PDR","LAO","Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","0.8344",
"Lao PDR","LAO","Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","0.79",
"Latvia","LVA","Expected Years of School","HD.HCI.EYRS","13.28",
"Latvia","LVA","Expected Years of School, Female","HD.HCI.EYRS.FE","13.32",
"Latvia","LVA","Expected Years of School, Male","HD.HCI.EYRS.MA","13.24",
"Latvia","LVA","Fraction of Children Under 5 Not Stunted","HD.HCI.STNT","",
"Latvia","LVA","Fraction of Children Under 5 Not Stunted, Female","HD.HCI.STNT.FE","",
"Latvia","LVA","Fraction of Children Under 5 Not Stunted, Male","HD.HCI.STNT.MA","",
"Latvia","LVA","Harmonized Test Scores","HD.HCI.HLOS","530",
"Latvia","LVA","Harmonized Test Scores, Female","HD.HCI.HLOS.FE","539",
"Latvia","LVA","Harmonized Test Scores, Male","HD.HCI.HLOS.MA","522",
"Latvia","LVA","Human Capital Index (HCI) (scale 0-1)","HD.HCI.OVRL","0.724",
"Latvia","LVA","Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","0.773",
"Latvia","LVA","Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","0.759",
"Latvia","LVA","Human Capital Index (HCI), Female, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.FE","0.786",
"Latvia","LVA","Human Capital Index (HCI), Lower Bound (scale 0-1)","HD.HCI.OVRL.LB","0.708",
"Latvia","LVA","Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","0.678",
"Latvia","LVA","Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","0.658",
"Latvia","LVA","Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","0.699",
"Latvia","LVA","Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","0.74",
"Latvia","LVA","Learning-Adjusted Years of School","HD.HCI.LAYS","11.27",
"Latvia","LVA","Learning-Adjusted Years of School, Female","HD.HCI.LAYS.FE","11.49",
"Latvia","LVA","Learning-Adjusted Years of School, Male","HD.HCI.LAYS.MA","11.05",
"Latvia","LVA","Probability of Survival to Age 5","HD.HCI.MORT","0.9958",
"Latvia","LVA","Probability of Survival to Age 5, Female","HD.HCI.MORT.FE","0.9962",
"Latvia","LVA","Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","0.9955",
"Latvia","LVA","Survival Rate from Age 15-60","HD.HCI.AMRT","0.8461",
"Latvia","LVA","Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","0.918",
"Latvia","LVA","Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","0.7729",
"Lebanon","LBN","Expected Years of School","HD.HCI.EYRS","10.54",
"Lebanon","LBN","Expected Years of School, Female","HD.HCI.EYRS.FE","10.36",
"Lebanon","LBN","Expected Years of School, Male","HD.HCI.EYRS.MA","10.73",
"Lebanon","LBN","Fraction of Children Under 5 Not Stunted","HD.HCI.STNT","",
"Lebanon","LBN","Fraction of Children Under 5 Not Stunted, Female","HD.HCI.STNT.FE","",
"Lebanon","LBN","Fraction of Children Under 5 Not Stunted, Male","HD.HCI.STNT.MA","",
"Lebanon","LBN","Harmonized Test Scores","HD.HCI.HLOS","405",
"Lebanon","LBN","Harmonized Test Scores, Female","HD.HCI.HLOS.FE","405",
"Lebanon","LBN","Harmonized Test Scores, Male","HD.HCI.HLOS.MA","405",
"Lebanon","LBN","Human Capital Index (HCI) (scale 0-1)","HD.HCI.OVRL","0.538",
"Lebanon","LBN","Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","0.537",
"Lebanon","LBN","Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","0.525",
"Lebanon","LBN","Human Capital Index (HCI), Female, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.FE","0.548",
"Lebanon","LBN","Human Capital Index (HCI), Lower Bound (scale 0-1)","HD.HCI.OVRL.LB","0.525",
"Lebanon","LBN","Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","0.54",
"Lebanon","LBN","Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","0.525",
"Lebanon","LBN","Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","0.554",
"Lebanon","LBN","Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","0.549",
"Lebanon","LBN","Learning-Adjusted Years of School","HD.HCI.LAYS","6.83",
"Lebanon","LBN","Learning-Adjusted Years of School, Female","HD.HCI.LAYS.FE","6.71",
"Lebanon","LBN","Learning-Adjusted Years of School, Male","HD.HCI.LAYS.MA","6.95",
"Lebanon","LBN","Probability of Survival to Age 5","HD.HCI.MORT","0.9922",
"Lebanon","LBN","Probability of Survival to Age 5, Female","HD.HCI.MORT.FE","0.9926",
"Lebanon","LBN","Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","0.9918",
"Lebanon","LBN","Survival Rate from Age 15-60","HD.HCI.AMRT","0.9409",
"Lebanon","LBN","Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","0.9514",
"Lebanon","LBN","Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","0.9328",
"Lesotho","LSO","Expected Years of School","HD.HCI.EYRS","8.74",
"Lesotho","LSO","Expected Years of School, Female","HD.HCI.EYRS.FE","9.12",
"Lesotho","LSO","Expected Years of School, Male","HD.HCI.EYRS.MA","8.37",
"Lesotho","LSO","Fraction of Children Under 5 Not Stunted","HD.HCI.STNT","0.666",
"Lesotho","LSO","Fraction of Children Under 5 Not Stunted, Female","HD.HCI.STNT.FE","0.7192",
"Lesotho","LSO","Fraction of Children Under 5 Not Stunted, Male","HD.HCI.STNT.MA","0.6087",
"Lesotho","LSO","Harmonized Test Scores","HD.HCI.HLOS","393",
"Lesotho","LSO","Harmonized Test Scores, Female","HD.HCI.HLOS.FE","",
"Lesotho","LSO","Harmonized Test Scores, Male","HD.HCI.HLOS.MA","",
"Lesotho","LSO","Human Capital Index (HCI) (scale 0-1)","HD.HCI.OVRL","0.371",
"Lesotho","LSO","Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","",
"Lesotho","LSO","Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","",
"Lesotho","LSO","Human Capital Index (HCI), Female, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.FE","",
"Lesotho","LSO","Human Capital Index (HCI), Lower Bound (scale 0-1)","HD.HCI.OVRL.LB","0.347",
"Lesotho","LSO","Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","",
"Lesotho","LSO","Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","",
"Lesotho","LSO","Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","",
"Lesotho","LSO","Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","0.395",
"Lesotho","LSO","Learning-Adjusted Years of School","HD.HCI.LAYS","5.5",
"Lesotho","LSO","Learning-Adjusted Years of School, Female","HD.HCI.LAYS.FE","",
"Lesotho","LSO","Learning-Adjusted Years of School, Male","HD.HCI.LAYS.MA","",
"Lesotho","LSO","Probability of Survival to Age 5","HD.HCI.MORT","0.9141",
"Lesotho","LSO","Probability of Survival to Age 5, Female","HD.HCI.MORT.FE","0.9213",
"Lesotho","LSO","Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","0.9073",
"Lesotho","LSO","Survival Rate from Age 15-60","HD.HCI.AMRT","0.5015",
"Lesotho","LSO","Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","0.5408",
"Lesotho","LSO","Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","0.4514",
"Liberia","LBR","Expected Years of School","HD.HCI.EYRS","4.41",
"Liberia","LBR","Expected Years of School, Female","HD.HCI.EYRS.FE","4.44",
"Liberia","LBR","Expected Years of School, Male","HD.HCI.EYRS.MA","4.37",
"Liberia","LBR","Fraction of Children Under 5 Not Stunted","HD.HCI.STNT","0.679",
"Liberia","LBR","Fraction of Children Under 5 Not Stunted, Female","HD.HCI.STNT.FE","0.704",
"Liberia","LBR","Fraction of Children Under 5 Not Stunted, Male","HD.HCI.STNT.MA","0.653",
"Liberia","LBR","Harmonized Test Scores","HD.HCI.HLOS","332",
"Liberia","LBR","Harmonized Test Scores, Female","HD.HCI.HLOS.FE","328",
"Liberia","LBR","Harmonized Test Scores, Male","HD.HCI.HLOS.MA","335",
"Liberia","LBR","Human Capital Index (HCI) (scale 0-1)","HD.HCI.OVRL","0.319",
"Liberia","LBR","Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","0.325",
"Liberia","LBR","Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","0.305",
"Liberia","LBR","Human Capital Index (HCI), Female, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.FE","0.331",
"Liberia","LBR","Human Capital Index (HCI), Lower Bound (scale 0-1)","HD.HCI.OVRL.LB","0.305",
"Liberia","LBR","Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","0.314",
"Liberia","LBR","Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","0.292",
"Liberia","LBR","Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","0.32",
"Liberia","LBR","Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","0.331",
"Liberia","LBR","Learning-Adjusted Years of School","HD.HCI.LAYS","2.34",
"Liberia","LBR","Learning-Adjusted Years of School, Female","HD.HCI.LAYS.FE","2.33",
"Liberia","LBR","Learning-Adjusted Years of School, Male","HD.HCI.LAYS.MA","2.35",
"Liberia","LBR","Probability of Survival to Age 5","HD.HCI.MORT","0.9253",
"Liberia","LBR","Probability of Survival to Age 5, Female","HD.HCI.MORT.FE","0.931",
"Liberia","LBR","Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","0.9198",
"Liberia","LBR","Survival Rate from Age 15-60","HD.HCI.AMRT","0.7706",
"Liberia","LBR","Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","0.7902",
"Liberia","LBR","Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","0.7505",
"Lithuania","LTU","Expected Years of School","HD.HCI.EYRS","13.59",
"Lithuania","LTU","Expected Years of School, Female","HD.HCI.EYRS.FE","13.63",
"Lithuania","LTU","Expected Years of School, Male","HD.HCI.EYRS.MA","13.55",
"Lithuania","LTU","Fraction of Children Under 5 Not Stunted","HD.HCI.STNT","",
"Lithuania","LTU","Fraction of Children Under 5 Not Stunted, Female","HD.HCI.STNT.FE","",
"Lithuania","LTU","Fraction of Children Under 5 Not Stunted, Male","HD.HCI.STNT.MA","",
"Lithuania","LTU","Harmonized Test Scores","HD.HCI.HLOS","514",
"Lithuania","LTU","Harmonized Test Scores, Female","HD.HCI.HLOS.FE","520",
"Lithuania","LTU","Harmonized Test Scores, Male","HD.HCI.HLOS.MA","507",
"Lithuania","LTU","Human Capital Index (HCI) (scale 0-1)","HD.HCI.OVRL","0.712",
"Lithuania","LTU","Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","0.761",
